id,group_id,role,chosen,treat,cond,q1,q2,q3,q4,q5,q6,q7,q8,full_comp,invest_comp,tp_invest,tp_invest_perc,send,send_perc,return,return_perc,payoff,comments
z535c6rqr2rai0l4,62,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqob3yfodu,44,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0.5,50,0,Thanks!
z535c6rqgk4hqb04,410,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.21,
z535c6rqlna61lsq,53,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0,0,0,
z535c6rq6xy2agwh,48,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.6,60,0,
z535c6rq87bmyq8q,62,TP,TRUE,Random / Anonymous,H,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0,0,0.9,
z535c6rqj9jd7gvm,290,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.4,88.89,NA,NA,0.5,50,0,Thank You none at this time
z535c6rqqlxymi41,294,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.5,50,0.45,
z535c6rqv0rs07hr,53,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqh5391e8w,296,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0,0,0.3,
z535c6rqurgx99xi,65,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,3,c,0,1,0,0,NA,NA,0.5,50,0.45,
z535c6rqk5xrltqs,290,TP,TRUE,Random / Knowledge,P,c,c,c,c,1,c,c,c,0,0,0,0,NA,NA,0,0,0.42,
z535c6rqq9xm3byg,56,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqb5kcox1o,60,TP,TRUE,Choice / Knowledge,H,c,c,c,2,c,2,c,c,0,0,0.1,22.22,NA,NA,0.7,70,0.14,
z535c6rq111g0mj5,296,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,thanks for the opportunity
z535c6rqdatysra0,294,TP,FALSE,Random / Knowledge,H,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqli90zgvn,56,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.1,10,0,
z535c6rqlouwd788,60,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0,0,0,
z535c6rqjcac6dvy,54,TP,TRUE,Random / Anonymous,P,c,1,c,c,3,c,2,3,0,0,0.1,22.22,NA,NA,0.5,50,0.18,Difficult to follow.
z535c6rqhbabamym,65,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rq2wnzeuab,52,TP,TRUE,Random / Knowledge,P,c,1,c,c,c,2,c,c,0,0,0.05,11.11,NA,NA,0.5,50,0.45,
z535c6rq4o62b6b6,416,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0.15,Survey went smoothly.
z535c6rqwkga6pou,59,TP,TRUE,Choice / Knowledge,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqy71ns846,54,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq73lfvoq7,52,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqqk75z6ig,416,TP,FALSE,Random / Knowledge,H,c,c,1,c,c,c,c,c,0,0,0.1,22.22,NA,NA,0.5,50,0,
z535c6rqwjtt3i01,59,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0,
z535c6rq5k36x0jt,69,TP,TRUE,Random / Anonymous,H,c,c,1,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0.45,"This is definitely a thought provoking ""choice"" study."
z535c6rq4z5cuw77,407,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rq70ikpfae,420,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.3,30,0,
z535c6rqaalwrppi,299,TP,TRUE,Choice / Knowledge,H,c,1,c,c,1,2,c,c,0,0,0.2,44.44,NA,NA,0.3,30,0.42,
z535c6rqf8kmg1jx,69,TP,FALSE,Random / Anonymous,H,c,c,c,c,2,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqbm2s6a02,63,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rq61pxokah,420,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,2,c,c,0,1,0.25,55.56,NA,NA,0.5,50,0.15,Thank you.
z535c6rqxgattp3g,300,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0.3,30,0,
z535c6rqyssjdvs7,289,TP,TRUE,Random / Anonymous,H,c,c,c,c,2,1,3,c,0,0,0.01,2.22,NA,NA,0.2,20,0.72,
z535c6rqxlpp9h5y,407,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.4,88.89,NA,NA,0.5,50,0.45,
z535c6rqwae4zdfr,63,TP,FALSE,Random / Knowledge,H,c,c,2,c,c,2,2,c,0,0,0.1,22.22,NA,NA,0.3,30,0,
z535c6rq74vlipoo,298,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq8vudb22t,299,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,n
z535c6rqfedg45av,300,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0,0,0.45,n
z535c6rqz6wbbuh3,289,TP,FALSE,Random / Anonymous,H,c,3,c,c,c,c,c,c,0,0,0.25,55.56,NA,NA,0.3,30,0,n/a
z535c6rqzoyr6h6i,58,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqhfa7acz2,66,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.4,40,0,
z535c6rqv0okn2i4,298,TP,TRUE,Choice / Knowledge,P,2,1,2,2,3,2,2,c,0,0,0.05,11.11,NA,NA,0.3,30,0.63,
z535c6rq53quscmz,67,TP,TRUE,Choice / Knowledge,H,c,3,c,c,c,c,3,c,0,0,0.25,55.56,NA,NA,0.8,80,0.18,
z535c6rqbtnnrdnm,61,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.37,interesting and fun experience and i thank you.
z535c6rqg4hdwfm8,80,TP,TRUE,Random / Anonymous,H,c,3,c,c,c,c,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0.22,thanks for letting me play and participate
z535c6rq3ytky1wu,66,TP,TRUE,Random / Knowledge,H,c,c,c,1,c,c,c,c,0,0,0.45,100,NA,NA,0.6,60,0.36,
z535c6rqntl2h22a,72,TP,TRUE,Choice / Knowledge,P,c,3,2,c,c,1,c,1,0,0,0.1,22.22,NA,NA,0.5,50,0.45,
z535c6rqtlwt7gxh,67,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqxk5sknqf,61,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqozvbdj8d,80,TP,FALSE,Random / Anonymous,H,c,1,2,c,2,c,3,c,0,0,0.05,11.11,NA,NA,0.1,10,0,
z535c6rq43rsuyq5,58,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.4,40,0,
z535c6rqhsaiq4qd,72,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqcvv74kl7,73,TP,TRUE,Choice / Knowledge,H,c,3,c,c,c,c,3,c,0,0,0.25,55.56,NA,NA,0.5,50,0.3,
z535c6rqvucstq2i,64,TP,FALSE,Random / Anonymous,P,c,1,c,c,c,c,c,1,0,0,0,0,NA,NA,0.5,50,0,
z535c6rq5brz5woo,85,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqa2pd0bqm,403,TP,FALSE,Random / Knowledge,P,c,3,c,c,1,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqojj3kbx7,71,TP,FALSE,Random / Knowledge,H,c,3,2,c,c,2,c,c,0,0,0.45,100,NA,NA,0,0,0,
z535c6rqkkflkqxu,77,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,2,c,c,0,1,0.1,22.22,NA,NA,0.3,30,0,
z535c6rqa4cwpa5x,73,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rq4tsle8bm,64,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.4,40,0.18,None
z535c6rqke549syi,85,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.2,20,0.36,
z535c6rqqimj04nd,403,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.22,
z535c6rqa1ea1x1p,78,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.22,Thanks
z535c6rqdn3dcuhh,68,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.3,
z535c6rqx5vpjr1f,71,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0.3,66.67,NA,NA,1,100,0,
z535c6rqz9iswxyj,78,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0,0,0,thanks
z535c6rqi1ejon33,68,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0,0,0,
z535c6rq33cpc7br,89,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqqvh2446u,404,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,Thank you for a very interesting study.
z535c6rqmwrtmld5,76,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqeyat8htn,77,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0,0,0.75,
z535c6rq208z93fi,83,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.35,77.78,NA,NA,0.3,30,0.63,
z535c6rqs8gml9rj,74,TP,FALSE,Random / Anonymous,P,c,3,c,c,c,c,c,c,0,0,0.05,11.11,NA,NA,0,0,0,
z535c6rqi4z0ez0y,89,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0,
z535c6rqq8z5lrl1,404,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rqbxxj2xn0,83,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.02,4.44,NA,NA,0,0,0,
z535c6rqf1au1wip,74,TP,TRUE,Random / Anonymous,P,c,c,2,c,2,2,c,c,0,0,0.05,11.11,NA,NA,0.5,50,0,
z535c6rqrgc7dxml,70,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.01,none
z535c6rq5qmlxi23,76,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.3,66.67,NA,NA,0,0,0,
z535c6rqq5awyqy2,431,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0.15,
z535c6rqwne019cm,79,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.2,20,0.48,
z535c6rqz4aaqs65,70,TP,FALSE,Random / Knowledge,P,c,3,c,1,c,2,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rq2o83993p,301,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0.45,
z535c6rqg6dayygw,431,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqnkmvl0q5,79,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0,0,0,
z535c6rqs39pyz33,94,TP,TRUE,Random / Anonymous,H,c,3,c,c,c,2,c,c,0,0,0.2,44.44,NA,NA,0.7,70,0.01,
z535c6rq1ilclq0j,75,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,none
z535c6rq6afjrlml,301,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,2,2,3,0,1,0.1,22.22,NA,NA,1,100,0,
z535c6rqmoowf6jp,82,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rqprkt8ne0,92,TP,FALSE,Choice / Knowledge,H,c,3,1,1,c,c,3,3,0,0,0.25,55.56,NA,NA,0.3,30,0,
z535c6rqpgmwxqvk,75,TP,TRUE,Random / Knowledge,P,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.1,10,0.81,
z535c6rqxk9p5o1c,87,TP,FALSE,Random / Knowledge,H,c,1,c,c,c,1,2,c,0,0,0.25,55.56,NA,NA,0.2,20,0,
z535c6rqcp1di7x2,82,TP,FALSE,Choice / Knowledge,P,c,c,c,2,1,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqmgp85i58,92,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0.4,88.89,NA,NA,0.2,20,0.02,
z535c6rqatjswpfh,94,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0,0,0,
z535c6rqobc6qri5,87,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.1,10,0.81,
z535c6rqwwgzenhm,88,TP,TRUE,Choice / Knowledge,P,c,c,c,c,3,1,c,c,0,0,0,0,NA,NA,0.5,50,0.15,
z535c6rqbxxlh2dl,84,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0,
z535c6rq1r7j6bfr,98,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,2,c,c,0,1,0.15,33.33,NA,NA,0.3,30,0,
z535c6rqitfn0jal,90,TP,TRUE,Random / Knowledge,H,c,1,c,c,c,c,2,c,0,0,0.45,100,NA,NA,0.5,50,0.45,
z535c6rq1wxxrf5x,88,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqgu33u326,428,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.3,
z535c6rqw5ff5mja,84,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqmke8yggr,98,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.2,20,0,
z535c6rqd3yv5jby,81,TP,FALSE,Random / Knowledge,P,c,c,c,1,c,c,c,c,0,0,0.05,11.11,NA,NA,0.5,50,0,I'm still confused but ok!
z535c6rqkz4ivkwp,90,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,1,0,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rq93v8z5ak,91,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.3,
z535c6rqtry2878m,428,TP,FALSE,Choice / Knowledge,H,c,1,c,c,c,c,3,c,0,0,0.2,44.44,NA,NA,0.5,50,0,Good survey
z535c6rq65y3ssk8,303,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,none
z535c6rqvuyyylcf,100,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,3,0,1,0,0,NA,NA,0.2,20,0,"would not work in Safari browser, had to switch to Chrome"
z535c6rqed4mrthe,81,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.3,
z535c6rqw3ov9byx,432,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rqg6xw4xjw,303,TP,TRUE,Random / Anonymous,P,c,c,c,1,c,1,c,c,0,0,0,0,NA,NA,0.5,50,0.22,
z535c6rqqlnowcsm,100,TP,TRUE,Random / Anonymous,H,c,3,c,c,c,c,3,c,0,0,0.25,55.56,NA,NA,0.5,50,0.07,
z535c6rqdgabuj5h,86,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqbixz4vki,411,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.4,88.89,NA,NA,0.5,50,0.22,
z535c6rqhjfgh446,91,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rq0slt8lb7,93,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rq1p0my7l5,86,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0.2,20,0.72,
z535c6rqtb3k3lv9,411,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0.15,33.33,NA,NA,0.5,50,0,
z535c6rqf68nymds,96,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.15,
z535c6rqpgyej774,432,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqj3b7j8xr,104,TP,FALSE,Random / Anonymous,H,c,1,1,c,2,c,2,c,0,0,0.25,55.56,NA,NA,0.5,50,0,VERY GOOD SURVEY
z535c6rqjk8xjezb,305,TP,TRUE,Random / Knowledge,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0,0,0,"Im a disabled marine corps veteran in need, otw i may have been more generous"
z535c6rq8mhtp78d,310,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.4,88.89,NA,NA,0.5,50,0,
z535c6rqwjzc2teq,96,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,1,2,c,0,1,0,0,NA,NA,1,100,0,
z535c6rqfso63pxl,316,TP,FALSE,Choice / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqte283fnu,104,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,2,c,c,0,1,0.25,55.56,NA,NA,0.3,30,0.32,"none, except hoping I receive a bonus."
z535c6rqyzglyy20,310,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqvyznbwbx,93,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqxlieir55,305,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0.5,50,0,
z535c6rqpf9ptvkf,101,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.2,20,0.72,
z535c6rqrwwm0sps,302,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0,0,0.51,
z535c6rqjq5ysfo5,293,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0,0,0,
z535c6rqgtpsjo31,95,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq91i1yrpa,101,TP,FALSE,Random / Knowledge,H,3,3,c,c,c,c,c,c,0,0,0.15,33.33,NA,NA,0.5,50,0,
z535c6rqofavs5hz,302,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,None
z535c6rqzh3fmoas,316,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0.25,55.56,NA,NA,0.5,50,0.37,
z535c6rqu6saxxi8,97,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.4,40,0.18,Thanks for the HIT! Have a nice day!
z535c6rq16nlmabd,293,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rq2fw5fq0d,95,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.45,
z535c6rqeiqc7qj0,106,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.3,30,0.63,
z535c6rqgicvtq7j,102,TP,FALSE,Choice / Knowledge,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqzp9omeza,429,TP,FALSE,Choice / Knowledge,H,c,c,1,c,c,c,3,c,0,0,0.15,33.33,NA,NA,0.2,20,0,
z535c6rqcoy809y4,97,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rq8qoeyby7,110,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rqkvbqskk8,309,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqy14397s8,106,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.5,50,0,
z535c6rqlqf4j63s,102,TP,TRUE,Choice / Knowledge,P,c,c,2,c,1,c,2,1,0,0,0.4,88.89,NA,NA,0.1,10,0.54,
z535c6rqp8laz8ze,429,TP,TRUE,Choice / Knowledge,H,c,3,c,c,c,2,c,c,0,0,0.45,100,NA,NA,1,100,0,
z535c6rqxchl4pmm,110,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.1,10,0,
z535c6rq8o86l3om,315,TP,TRUE,Random / Knowledge,H,c,3,c,1,c,c,c,c,0,0,0.15,33.33,NA,NA,0.4,40,0,
z535c6rqa5epf2hv,107,TP,TRUE,Choice / Knowledge,P,c,c,2,c,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rq14umjyh7,109,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.2,20,0,
z535c6rqgi9pjdsl,99,TP,FALSE,Random / Anonymous,P,c,c,2,c,c,c,c,c,0,0,0.45,100,NA,NA,0.5,50,0,Interesting survey. Wish you the best in your research.
z535c6rqyu62xx43,309,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqn958tmf0,315,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqkr33fack,109,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.3,30,0.63,
z535c6rqo0fyp59h,115,TP,FALSE,Random / Anonymous,H,c,3,c,1,c,c,c,c,0,0,0.2,44.44,NA,NA,0.4,40,0,
z535c6rqsvh8ibkm,314,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqr5awu7i7,107,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqhwt19md1,113,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.4,40,0,
z535c6rqh102ohod,99,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,1,2,c,0,1,0,0,NA,NA,0.4,40,0.54,
z535c6rqspae8m51,314,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0.3,30,0,
z535c6rqrh3n2q7w,319,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0.3,30,0,
z535c6rqkwttrmn2,103,TP,FALSE,Random / Anonymous,P,c,3,c,1,c,c,c,c,0,0,0.15,33.33,NA,NA,0.5,50,0,thank you
z535c6rqybiqek5d,115,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0,0,0.9,
z535c6rqqpj934zd,105,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.3,66.67,NA,NA,0.5,50,0,
z535c6rq2wxgy3u6,319,TP,TRUE,Random / Knowledge,H,c,3,c,1,c,c,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0.45,
z535c6rqsoxtz8f3,306,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0.45,
z535c6rqo7yd9xgr,113,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqydk15lae,103,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.45,
z535c6rqxh7swb5o,118,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rq3ohchjdg,105,TP,TRUE,Random / Knowledge,P,3,3,1,c,c,2,c,1,0,0,0,0,NA,NA,0,0,0,it was fun
z535c6rqh7gp6zmq,323,TP,TRUE,Random / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0.07,Thank you
