study,study6,study8,study9,study10,study11,study12,condition,punonly,helponly,helpfirst,TG,q1correct,q2correct,q3correct,q4correct,q5correct,q6correct,q7correct,compscore,perfectcomp,compscoreTG,perfectcompTG,postqcorrect,crt,highcrt,help,punish,return,anger,bad,deservep,outrage,compassion,deserves,good,posemot,age,male,edu,income,NFC,FII
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,100,,,100,,,,,35,1,5,9,3,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,0,4,1,1,0,,,,1,1,50,,,,,,,,,26,1,4,5,2,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,0,1,1,1,3,0,3,1,,1,0,1,0,50,,,,,,,,,29,1,2,3,1,1
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,0,0,,0,,70,,,70,,,,,30,0,2,6,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,0,1,1,,,,3,0,,,,2,1,1,1,,,,,,,,,,31,1,4,7,3,4
8,0,1,0,0,0,0,Punishment Only,1,0,,0,0,0,1,0,,,,1,0,,,,,,,0,,0,0,0,0,,,,,59,0,4,4,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,100,78,100,93,30,0,4,1,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,0,,,,3,0,,,,0,0,0,,,,,,,11,44,78,44,38,0,5,6,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,0,1,1,1,1,1,1,3,0,3,1,,,,,0,30,33,22,22,26,,,,,31,0,4,5,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,1,4,1,2,0,,,,1,0,50,0,67,33,33,56,67,78,67,29,0,5,8,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,1,0,,,,,,,,,,20,1,3,4,1,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,0,0,0,0,,70,,,70,,,,,34,0,5,9,4,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,0,1,4,1,2,0,,,,1,0,50,67,67,78,70,78,44,44,56,50,0,6,10,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,0,1,,,,3,0,,,,,,,0,,,,,,,,,,42,0,4,6,3,4
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,0,0,1,1,3,0,2,0,,,,1,,0,,,,,,,,,22,1,4,1,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,1,1,,,,3,0,,,1,1,0,1,1,,90,,,90,,,,,33,0,4,1,4,4
9,0,0,1,0,0,0,Punishment Only,1,0,,0,0,1,0,0,,,,1,0,,,,1,0,,1,,67,56,56,59,,,,,35,1,4,6,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,,50,,,,,67,67,67,67,29,1,5,7,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,0,,,,,,,0,0,0,0,22,1,5,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,0,1,0,,,,1,0,,,,,,,0,,,,,,,,,,25,0,5,8,4,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,0,,11,22,11,15,67,78,78,74,30,1,6,7,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,0,1,1,1,0,0,1,3,0,1,0,,,,0,0,50,89,78,78,81,78,100,100,93,28,0,5,5,,
12,0,0,0,0,0,1,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,1,0,50,,,,,,,,,30,0,6,8,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,1,1,0,4,1,2,0,,,,,0,100,,,,,,,,,31,1,4,5,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,0,1,1,1,1,0,1,3,0,2,0,,,,1,0,50,0,33,22,19,44,44,78,56,54,0,2,2,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,0,1,1,1,1,1,1,3,0,3,1,,,,,0,40,44,33,33,37,,,,,23,1,3,6,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,0,,,,,,,,,33,1,6,10,2,5
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,0,0,1,0,50,,,,,,,,,61,1,4,8,1,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,1,,78,33,89,67,100,100,100,100,30,0,2,5,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,,,1,1,,33,0,67,33,100,100,100,100,38,0,2,8,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,,,,1,50,,,,,,,,,25,1,2,3,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,0,0,1,,,,,,,44,56,100,67,45,1,5,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,0,1,,,,3,0,,,,0,0,,0,,,,,,,,,,37,1,2,9,2,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,1,0,,60,,,60,,,,,31,0,5,9,1,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,30,,,30,,,,,36,0,5,10,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,0,1,1,1,,,,3,0,,,,2,1,1,0,,,,,,,,,,35,0,5,10,3,4
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,1,1,1,0,0,1,1,3,0,2,0,,,,1,1,50,,,,,,,,,25,1,4,3,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,0,0,0,,,,1,0,,,0,0,0,,1,,40,,,40,,,,,28,1,4,7,2,5
8,0,1,0,0,0,0,Helping Only,0,1,,0,0,0,0,1,,,,1,0,,,,,,1,,,,,,,56,78,33,56,21,0,5,4,,
12,0,0,0,0,0,1,Punishment + Helping,0,0,0,1,1,0,1,1,1,0,1,3,0,2,0,,,,0,0,0,,,,,,,,,19,1,4,1,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,,,,0,50,,,,,,,,,32,1,4,7,,
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,2,1,,0,50,,,,,,,,,47,0,5,1,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,,,,,,,,,49,0,5,4,2,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,1,,,,3,0,,,0,2,1,1,1,,40,,,40,,,,,38,1,4,3,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,0,0,0,0,,,,,,,,,,47,1,5,10,1,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,2,1,0,0,,0,,,0,,,,,48,1,5,10,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,50,,,,,,,,,54,0,4,6,1,4
9,0,0,1,0,0,0,Punishment Only,1,0,,0,0,1,0,0,,,,1,0,,,,0,0,,0,,44,78,44,56,,,,,39,0,3,5,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,0,1,1,3,0,2,0,,,,,1,30,,,,,,,,,37,1,4,5,4,3
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,1,,70,,,70,,,,,49,1,5,8,2,3
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,,50,,,,,56,78,89,74,49,1,5,8,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,50,,,,,,,,,22,1,5,3,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,2,1,1,1,,80,,,80,,,,,25,0,4,5,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,0,1,4,1,2,0,,3,1,1,,0,,,,,0,0,44,15,26,1,4,1,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,0,0,0,0,0,,100,,,100,,,,,30,1,5,7,4,4
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,0,1,0,1,3,0,2,0,,,,,0,50,,,,,,,,,27,0,6,2,,
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,1,1,50,,,,,,,,,43,0,5,8,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,1,0,,0,,,,,,,,,,25,0,5,2,1,4
9,0,0,1,0,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,,,,,0,,44,33,22,33,,,,,36,0,4,7,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,,,0,0,,,,,,,,,,21,0,4,6,1,2
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,0,50,,,,,,,,,24,1,6,5,3,4
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,50,,,,,,,,,28,1,4,4,,
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,50,,,,,,,,,48,1,4,3,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,1,0,,0,,80,,,80,,,,,61,1,4,8,4,5
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,0,0,1,4,1,1,0,,,,1,1,50,,,,,,,,,28,0,4,6,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,0,1,1,1,3,0,3,1,,2,1,1,,0,,,,,11,44,100,52,42,0,6,7,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,1,1,0,,,,2,0,,,0,3,1,,0,,90,,,90,,,,,44,0,6,7,4,4
8,0,1,0,0,0,0,Helping Only,0,1,,0,0,1,1,0,,,,2,0,,,,0,0,1,,,,,,,89,89,100,93,64,0,5,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,1,1,0,,,,2,0,,,,0,0,,0,,,,,,,,,,64,0,5,7,1,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,1,0,0,1,0,,0,,,0,,,,,23,0,2,4,1,5
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,0,0,0,,,,,,,0,56,78,44,37,0,2,6,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,0,1,1,1,1,1,1,3,0,3,1,,2,1,,1,50,33,44,67,48,,,,,56,1,5,8,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,,,,,,,,,57,1,5,8,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,0,0,1,,,,1,0,,,,,,,1,,,,,,,,,,35,0,2,7,4,2
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,0,0,1,0,,,,1,0,,,,,,0,0,,0,0,0,0,56,56,33,48,46,0,5,6,,
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,0,1,1,1,1,1,1,3,0,3,1,,,,1,0,50,,,,,,,,,71,0,2,3,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,1,1,,,,,,,,,,22,1,4,10,3,3
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,0,1,0,1,1,0,1,2,0,2,0,,,,1,0,50,,,,,,,,,59,0,5,4,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,0,1,0,1,3,0,2,0,,,,1,1,100,,,,,,,,,57,1,4,7,4,4
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,0,,,,3,0,,,,,,1,,,,,,,44,44,100,63,33,0,6,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,31,1,5,10,2,5
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,0,0,,,,,,,,,,44,0,4,8,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,33,67,44,48,43,0,4,9,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,0,,,,,,,44,44,67,52,23,0,4,2,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,1,,,,,,,,,,33,1,4,4,3,3
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,,,,0,,,,,,,,,,45,0,5,7,2,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,1,0,,1,,100,,,100,,,,,40,1,5,5,1,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,3,1,1,1,,10,,,10,,,,,38,1,5,5,2,1
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,3,1,0,0,,0,0,0,0,22,22,44,30,59,1,4,2,,
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,0,,0,0,0,0,100,100,100,100,48,0,5,8,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,0,,,,,,,,,53,0,4,9,5,5
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,44,67,67,59,,,,,52,0,4,9,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,60,,,60,,,,,54,0,4,9,5,4
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,0,0,0,0,0,0,1,0,0,0,,,,0,,0,,,,,,,,,34,1,5,6,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,0,0,22,7,,,,,29,0,4,8,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,50,44,44,44,44,44,44,44,44,26,1,4,5,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,0,20,22,67,56,48,,,,,27,0,5,5,,
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,0,1,1,1,1,0,1,3,0,2,0,,,,1,0,50,,,,,,,,,39,0,4,2,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,1,2,1,0,0,,0,,,0,,,,,36,1,6,9,4,5
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,,,,1,50,,,,,,,,,31,0,2,6,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,0,1,0,1,3,0,2,0,,1,0,1,,50,,,,,56,56,56,56,52,1,5,6,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,1,0,50,,,,,,,,,29,0,4,6,3,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,0,0,,0,0,0,0,0,0,0,0,31,0,6,6,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,1,50,,,,,,,,,63,1,5,4,2,3
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,,1,50,,,,,,,,,60,1,5,4,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,3,1,1,1,,56,67,67,63,67,78,78,74,62,1,5,4,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,0,1,1,0,,,,2,0,,,,1,0,1,0,,56,67,44,56,67,67,67,67,42,0,4,3,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,0,0,1,1,1,0,1,2,0,2,0,,0,0,1,,50,,,,,44,44,44,44,32,0,3,8,,
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,0,,40,,,,,,,,,45,1,5,9,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,80,,,80,,,,,57,0,2,7,2,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,0,1,,,,3,0,,,0,3,1,,0,,0,,,0,,,,,46,0,5,9,2,3
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,1,0,,0,,0,0,0,0,,,,,33,0,5,4,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,1,0,1,0,,,,,,,,,,34,0,5,4,1,4
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,0,50,,,,,,,,,32,0,5,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,0,0,,,,,,,,,,38,1,5,3,3,5
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,3,1,0,,,,,,,33,44,89,56,31,1,5,5,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,,,,0,1,30,44,33,56,44,33,44,56,44,23,0,5,6,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,2,1,,0,,11,22,11,15,,,,,65,1,2,4,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,2,1,1,0,,0,,,0,,,,,47,0,3,5,3,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,1,,,,3,0,,,0,0,0,1,0,,90,,,90,,,,,28,0,5,5,2,3
11,0,0,0,0,1,0,Helping Only,0,1,,1,0,1,1,0,0,0,0,2,0,0,0,,,,1,,60,,,,,,,,,40,0,6,2,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,,,,1,1,,33,78,78,63,78,44,100,74,71,0,5,6,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,1,0,0,11,0,0,4,44,44,100,63,47,0,5,5,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,0,1,0,1,1,0,1,2,0,2,0,,,,1,,50,,,,,56,44,44,48,58,0,6,9,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,0,50,11,0,0,4,78,89,89,85,23,0,2,5,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,0,0,,0,,0,,,0,,,,,54,0,4,7,1,5
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,0,0,,0,0,0,0,44,56,44,48,49,0,3,2,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,0,0,0,,,,0,0,,,0,0,0,1,1,,70,,,70,,,,,27,1,5,4,4,3
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,3,1,,0,0,,,,,,,,,28,1,5,7,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,0,0,,0,30,,,,,,,,,53,0,6,8,2,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,70,,,70,,,,,71,1,5,5,2,3
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,0,1,0,1,0,0,2,0,1,0,,,,1,,20,,,,,0,22,56,26,27,0,1,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,10,,,10,,,,,56,0,6,2,1,4
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,,1,50,22,33,44,33,,,,,54,0,6,2,,
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,0,1,0,1,3,0,2,0,,,,1,,50,,,,,,,,,20,0,4,1,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,3,1,,0,,20,,,20,,,,,25,1,5,10,4,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,0,70,,,,,,,,,44,0,4,4,2,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,70,,,70,,,,,45,0,4,4,1,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,0,0,,0,,,0,,,,,23,1,4,4,4,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,0,50,22,44,22,30,67,100,67,78,28,1,4,6,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,20,,,,,,,,,21,1,4,2,,
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,1,,78,67,78,74,,,,,21,0,2,2,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,0,0,0,,,,,,,,,46,1,5,5,2,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,50,,,,,,,,,33,1,4,5,4,2
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,,0,30,,,,,,,,,31,0,6,5,4,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,0,3,1,,0,,70,,,70,,,,,29,1,5,6,4,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,0,,,,2,0,,,0,1,0,1,1,,20,,,20,,,,,27,0,4,4,1,5
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,1,0,,1,,11,11,22,15,,,,,42,0,4,2,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,,0,50,,,,,,,,,42,0,4,2,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,1,,,,,,,,,,38,1,5,2,3,4
12,0,0,0,0,0,1,Punishment + Helping,0,0,1,1,1,1,1,0,0,1,1,3,0,2,0,,1,0,1,0,20,,,,,,,,,49,1,4,3,,
12,0,0,0,0,0,1,Punishment + Helping,0,0,0,1,1,1,1,1,0,1,1,4,1,2,0,,0,0,1,0,50,,,,,,,,,23,1,4,1,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,80,,,80,,,,,39,0,4,5,3,4
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,0,1,0,1,3,0,2,0,,,,,0,50,,,,,,,,,34,0,4,5,,
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,0,1,0,1,3,0,2,0,,,,1,,50,,,,,,,,,35,0,4,5,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,0,,,,,,,,,37,0,4,5,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,22,0,2,1,2,3
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,0,1,0,1,0,0,2,0,1,0,,,,,0,50,,,,,,,,,26,0,4,4,,
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,0,0,1,1,3,0,2,0,,1,0,1,0,40,,,,,,,,,24,1,4,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,50,,,50,,,,,27,1,5,8,1,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,50,,,50,,,,,21,0,4,3,2,4
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,,1,50,44,78,100,74,,,,,22,1,5,3,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,0,,,0,,,,,29,1,4,4,1,5
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,3,1,0,0,,0,0,0,0,0,0,67,22,37,1,4,4,,
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,0,1,1,1,3,0,3,1,,,,1,,50,,,,,,,,,62,0,2,4,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,0,1,0,1,1,1,2,0,3,1,,1,0,,1,50,0,100,100,67,,,,,45,1,6,9,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,,1,0,,0,,,,,,,,,,46,1,6,10,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,0,1,1,1,1,1,1,3,0,3,1,,3,1,,1,20,,,,,,,,,37,0,5,5,1,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,0,20,22,22,44,30,89,78,56,74,37,0,5,10,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,,,,,,,,,58,1,4,10,2,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,29,1,3,9,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,,,,,,,,,29,1,3,8,2,4
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,0,1,0,1,3,0,2,0,,,,,0,10,,,,,,,,,30,1,5,7,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,90,,,90,,,,,19,0,4,1,2,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,1,0,,56,44,22,41,89,100,89,93,32,0,4,5,,
